M,begin,in,fdb,int,w_d,TrErr,TrErr,Score,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,,
0,0,0,0,0,0,0,0,0,,
