M,begin,in,fdb,int,w_d,TrErr,TrErr,Score,
2,1,0.01,0.8,0.01,0.01,0.03782,0.20591,520
2,2,0.01,0.8,0.01,0.01,0.036508,0.19725,516
3,1,0.01,0.8,0.01,0.01,0.036684,0.22598,492
3,2,0.01,0.8,0.01,0.01,0.037365,0.22822,492
3,3,0.01,0.8,0.01,0.01,0.035628,0.21948,508
4,1,0.01,0.8,0.01,0.01,0.037313,0.21648,496
4,2,0.01,0.8,0.01,0.01,0.035397,0.23858,488
4,3,0.01,0.8,0.01,0.01,0.036208,0.22335,508
4,4,0.01,0.8,0.01,0.01,0.035199,0.22783,500
5,1,0.01,0.8,0.01,0.01,0.03706,0.29489,452
5,2,0.01,0.8,0.01,0.01,0.035296,0.2919,464
5,3,0.01,0.8,0.01,0.01,0.034291,0.25532,480
5,4,0.01,0.8,0.01,0.01,0.035804,0.25831,480
5,5,0.01,0.8,0.01,0.01,0.038326,0.25233,476
6,1,0.01,0.8,0.01,0.01,0.036303,0.28616,460
6,2,0.01,0.8,0.01,0.01,0.034942,0.30094,428
6,3,0.01,0.8,0.01,0.01,0.032073,0.27318,476
6,4,0.01,0.8,0.01,0.01,0.031165,0.2996,432
6,5,0.01,0.8,0.01,0.01,0.032526,0.2987,440
6,6,0.01,0.8,0.01,0.01,0.031619,0.29243,420
7,1,0.01,0.8,0.01,0.01,0.029651,0.29363,464
7,2,0.01,0.8,0.01,0.01,0.029298,0.32968,436
7,3,0.01,0.8,0.01,0.01,0.029827,0.32759,400
7,4,0.01,0.8,0.01,0.01,0.031062,0.29624,444
7,5,0.01,0.8,0.01,0.01,0.028945,0.31557,408
7,6,0.01,0.8,0.01,0.01,0.031415,0.33177,408
7,7,0.01,0.8,0.01,0.01,0.030886,0.31818,436
8,1,0.01,0.8,0.01,0.01,0.029246,0.33791,412
8,2,0.01,0.8,0.01,0.01,0.028237,0.31821,428
8,3,0.01,0.8,0.01,0.01,0.026624,0.36836,388
8,4,0.01,0.8,0.01,0.01,0.029044,0.34209,392
8,5,0.01,0.8,0.01,0.01,0.031061,0.3206,420
8,6,0.01,0.8,0.01,0.01,0.028641,0.37493,364
8,7,0.01,0.8,0.01,0.01,0.027638,0.34388,396
8,8,0.01,0.8,0.01,0.01,0.029655,0.3809,392
9,1,0.01,0.8,0.01,0.01,0.027002,0.3405,412
9,2,0.01,0.8,0.01,0.01,0.02496,0.37408,384
9,3,0.01,0.8,0.01,0.01,0.021103,0.37475,380
9,4,0.01,0.8,0.01,0.01,0.026095,0.40564,368
9,5,0.01,0.8,0.01,0.01,0.022918,0.39355,380
9,6,0.01,0.8,0.01,0.01,0.021103,0.38415,368
9,7,0.01,0.8,0.01,0.01,0.020876,0.36669,388
9,8,0.01,0.8,0.01,0.01,0.025414,0.37139,400
9,9,0.01,0.8,0.01,0.01,0.022696,0.3734,388
10,1,0.01,0.8,0.01,0.01,0.021175,0.39328,388
10,2,0.01,0.8,0.01,0.01,0.018906,0.42463,352
10,3,0.01,0.8,0.01,0.01,0.019163,0.40522,380
10,4,0.01,0.8,0.01,0.01,0.019667,0.38582,376
10,5,0.01,0.8,0.01,0.01,0.018659,0.36343,404
10,6,0.01,0.8,0.01,0.01,0.018659,0.42313,364
10,7,0.01,0.8,0.01,0.01,0.020676,0.41045,360
10,8,0.01,0.8,0.01,0.01,0.018154,0.37164,392
10,9,0.01,0.8,0.01,0.01,0.018659,0.43657,348
10,10,0.01,0.8,0.01,0.01,0.021432,0.4,380
11,1,0.01,0.8,0.01,0.01,0.013866,0.45813,356
11,2,0.01,0.8,0.01,0.01,0.01858,0.39409,384
11,3,0.01,0.8,0.01,0.01,0.014698,0.40558,364
11,4,0.01,0.8,0.01,0.01,0.017471,0.39327,376
11,5,0.01,0.8,0.01,0.01,0.013311,0.39984,360
11,6,0.01,0.8,0.01,0.01,0.013866,0.4647,340
11,7,0.01,0.8,0.01,0.01,0.016362,0.43432,348
11,8,0.01,0.8,0.01,0.01,0.014979,0.422,360
11,9,0.01,0.8,0.01,0.01,0.017476,0.43021,360
11,10,0.01,0.8,0.01,0.01,0.013315,0.3908,376
11,11,0.01,0.8,0.01,0.01,0.016644,0.41297,336
12,1,0.01,0.8,0.01,0.01,0.013007,0.4521,328
12,2,0.01,0.8,0.01,0.01,0.0087719,0.453,348
12,3,0.01,0.8,0.01,0.01,0.0099849,0.46464,336
12,4,0.01,0.8,0.01,0.01,0.012103,0.4521,312
12,5,0.01,0.8,0.01,0.01,0.0118,0.43599,356
12,6,0.01,0.8,0.01,0.01,0.0118,0.42256,352
12,7,0.01,0.8,0.01,0.01,0.014826,0.43241,344
12,8,0.01,0.8,0.01,0.01,0.012708,0.45121,308
12,9,0.01,0.8,0.01,0.01,0.008472,0.41987,364
12,10,0.01,0.8,0.01,0.01,0.011498,0.45121,348
12,11,0.01,0.8,0.01,0.01,0.012103,0.4718,316
12,12,0.01,0.8,0.01,0.01,0.0118,0.4521,316
13,1,0.01,0.8,0.01,0.01,0.0072108,0.42192,352
13,2,0.01,0.8,0.01,0.01,0.0098328,0.44908,356
13,3,0.01,0.8,0.01,0.01,0.0062275,0.44229,332
13,4,0.01,0.8,0.01,0.01,0.0088496,0.46654,316
13,5,0.01,0.8,0.01,0.01,0.0088496,0.45781,360
13,6,0.01,0.8,0.01,0.01,0.010488,0.47818,324
13,7,0.01,0.8,0.01,0.01,0.0088496,0.45684,324
13,8,0.01,0.8,0.01,0.01,0.0078663,0.4646,316
13,9,0.01,0.8,0.01,0.01,0.0078663,0.44132,344
