M,begin,in,fdb,int,w_d,TrErr,TrErr,Score,
2,1,0.01,0.8,0.01,0.01,0.057082,0.21069,504
2,2,0.01,0.8,0.01,0.01,0.055923,0.20502,508
3,1,0.01,0.8,0.01,0.01,0.045836,0.21501,496
3,2,0.01,0.8,0.01,0.01,0.047273,0.20582,500
3,3,0.01,0.8,0.01,0.01,0.048185,0.21142,508
4,1,0.01,0.8,0.01,0.01,0.041347,0.20543,500
4,2,0.01,0.8,0.01,0.01,0.041852,0.19946,504
4,3,0.01,0.8,0.01,0.01,0.038427,0.19976,504
4,4,0.01,0.8,0.01,0.01,0.03883,0.19498,500
5,1,0.01,0.8,0.01,0.01,0.033909,0.21575,516
5,2,0.01,0.8,0.01,0.01,0.0358,0.22135,500
5,3,0.01,0.8,0.01,0.01,0.031266,0.20381,500
5,4,0.01,0.8,0.01,0.01,0.037443,0.19895,504
5,5,0.01,0.8,0.01,0.01,0.0353,0.20157,512
6,1,0.01,0.8,0.01,0.01,0.031917,0.21541,492
6,2,0.01,0.8,0.01,0.01,0.02632,0.20824,512
6,3,0.01,0.8,0.01,0.01,0.026929,0.21317,496
6,4,0.01,0.8,0.01,0.01,0.029198,0.21854,496
6,5,0.01,0.8,0.01,0.01,0.028593,0.23332,472
6,6,0.01,0.8,0.01,0.01,0.029501,0.21988,492
7,1,0.01,0.8,0.01,0.01,0.021708,0.21578,512
7,2,0.01,0.8,0.01,0.01,0.02312,0.2372,492
7,3,0.01,0.8,0.01,0.01,0.02365,0.22727,488
7,4,0.01,0.8,0.01,0.01,0.025415,0.23145,476
7,5,0.01,0.8,0.01,0.01,0.025062,0.20742,504
7,6,0.01,0.8,0.01,0.01,0.022414,0.21944,496
7,7,0.01,0.8,0.01,0.01,0.026121,0.20533,512
8,1,0.01,0.8,0.01,0.01,0.019766,0.23701,464
8,2,0.01,0.8,0.01,0.01,0.017346,0.22507,480
8,3,0.01,0.8,0.01,0.01,0.01432,0.22507,464
8,4,0.01,0.8,0.01,0.01,0.019564,0.23522,452
8,5,0.01,0.8,0.01,0.01,0.023397,0.23164,468
8,6,0.01,0.8,0.01,0.01,0.021783,0.22328,468
8,7,0.01,0.8,0.01,0.01,0.022998,0.21134,500
8,8,0.01,0.8,0.01,0.01,0.019165,0.22149,492
9,1,0.01,0.8,0.01,0.01,0.021103,0.23774,456
